id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai
28,Kothu Paratha,/foodImages/kothu_paratha.jpeg,/models/kothu_paratha.glb,1,"{'LKR': 350, 'USD': 1.17}",Chopped paratha with vegetables and spices,4.6,Sri Lankan,Quick (under 15 min),In Stock,['Vegetarian'],250,6,30,10,Savory,Medium,"paratha, vegetables, spices",1 plate,"['sri lankan', 'snack', 'vegetarian']",350.0,1.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False
29,Chicken Satay,/foodImages/chicken_satay.jpeg,/models/chicken_satay.glb,1,"{'LKR': 450, 'USD': 1.5}",Grilled chicken skewers with peanut sauce,4.7,Thai,Quick (under 15 min),In Stock,[],260,15,10,15,Savory,Medium,"chicken, peanut sauce, spices",4 skewers,"['thai', 'snack', 'grilled']",450.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,False,True
30,Veg Cutlets,/foodImages/veg_cutlets.jpeg,/models/veg_cutlets.glb,1,"{'LKR': 300, 'USD': 1.0}",Crispy vegetable patties with spices,4.5,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan']",200,5,25,8,Savory,Medium,"potatoes, vegetables, breadcrumbs, spices",3 pieces,"['sri lankan', 'short eats', 'vegan']",300.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False
31,Antipasto Skewers,/foodImages/antipasto_skewers.jpeg,/models/antipasto_skewers.glb,1,"{'LKR': 450, 'USD': 1.5}","Skewers with salami, cheese, and olives",4.6,Italian,Quick (under 15 min),In Stock,[],220,10,5,15,Savory,Mild,"salami, cheese, olives, peppers",4 skewers,"['italian', 'appetizer', 'savory']",450.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
32,Shrimp Balls,/foodImages/shrimp_balls.jpeg,/models/shrimp_balls.glb,1,"{'LKR': 450, 'USD': 1.5}",Fried shrimp balls with sweet chili sauce,4.6,Chinese,Quick (under 15 min),In Stock,[],250,12,15,15,Savory,Mild,"shrimp, breadcrumbs, spices",4 pieces,"['chinese', 'snack', 'fried']",450.0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
33,Papaya Salad,/foodImages/papaya_salad.jpeg,/models/papaya_salad.glb,1,"{'LKR': 350, 'USD': 1.17}",Spicy green papaya salad with peanuts,4.7,Thai,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan']",150,3,20,5,Spicy,Hot,"papaya, peanuts, chili, lime",1 cup,"['thai', 'salad', 'vegan']",350.0,1.17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,False,True
34,Spinach Dip,/foodImages/spinach_dip.jpeg,/models/spinach_dip.glb,1,"{'LKR': 400, 'USD': 1.33}",Creamy spinach dip with tortilla chips,4.5,American,Quick (under 15 min),In Stock,['Vegetarian'],250,5,20,15,Creamy,Mild,"spinach, cream cheese, tortilla chips",1/2 cup,"['american', 'dip', 'vegetarian']",400.0,1.33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
35,Dhal Vadai,/foodImages/dhal_vadai.jpeg,/models/dhal_vadai.glb,1,"{'LKR': 250, 'USD': 0.83}",Crispy lentil fritters with spices,4.6,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan']",180,6,20,8,Spicy,Medium,"lentils, spices, onions",3 pieces,"['sri lankan', 'short eats', 'vegan']",250.0,0.83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,False,False,True,False
36,Kukul Mas Curry,/foodImages/kukul_mas_curry.jpeg,/models/kukul_mas_curry.glb,2,"{'LKR': 850, 'USD': 2.83}",Spicy chicken curry with coconut milk,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],500,28,15,30,Spicy,Hot,"chicken, coconut milk, spices, curry leaves",1 portion,"['sri lankan', 'curry', 'hearty']",850.0,2.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,True,False
37,Butter Chicken,/foodImages/butter_chicken.jpeg,/models/butter_chicken.glb,2,"{'LKR': 1200, 'USD': 4.0}",Creamy tomato-based chicken curry,4.9,Indian,Medium (15–30 min),In Stock,[],550,30,20,35,Savory,Mild,"chicken, tomatoes, cream, butter, spices",1 portion,"['indian', 'curry', 'creamy']",1200.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False
38,Cheeseburger,/foodImages/cheeseburger.jpeg,/models/cheeseburger.glb,2,"{'LKR': 1200, 'USD': 4.0}","Beef patty with cheese, lettuce, and tomato",4.6,American,Quick (under 15 min),In Stock,[],650,30,40,35,Savory,Mild,"beef, bun, cheese, lettuce, tomato",1 burger,"['american', 'burger', 'fast food']",1200.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
39,Spaghetti Carbonara,/foodImages/spaghetti_carbonara.jpeg,/models/spaghetti_carbonara.glb,2,"{'LKR': 1100, 'USD': 3.67}",Pasta with creamy egg sauce and pancetta,4.8,Italian,Medium (15-30 min),In Stock,[],600,20,70,25,Creamy,Mild,"spaghetti, eggs, pancetta, parmesan",1 portion,"['italian', 'pasta', 'creamy']",1100.0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
40,Kung Pao Chicken,/foodImages/kung_pao_chicken.jpeg,/models/kung_pao_chicken.glb,2,"{'LKR': 1000, 'USD': 3.33}",Spicy chicken stir-fry with peanuts and peppers,4.7,Chinese,Medium (15–30 min),In Stock,[],450,25,15,25,Spicy,Hot,"chicken, peanuts, peppers, soy sauce",1 portion,"['chinese', 'stir-fry', 'spicy']",1000.0,3.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,True,False,False,False,False,False
41,Fish Ambul Thiyal,/foodImages/fish_ambul_thiyal.jpeg,/models/fish_ambul_thiyal.glb,2,"{'LKR': 900, 'USD': 3.0}",Tangy and spicy fish curry with goraka,4.8,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],400,25,10,25,Spicy,Hot,"fish, goraka, spices, coconut milk",1 portion,"['sri lankan', 'curry', 'seafood']",900.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,True,False
42,Paneer Tikka,/foodImages/paneer_tikka.jpeg,/models/paneer_tikka.glb,2,"{'LKR': 900, 'USD': 3.0}",Grilled paneer cubes with spices,4.7,Indian,Medium (15–30 min),In Stock,['Vegetarian'],400,18,15,25,Savory,Medium,"paneer, yogurt, spices, bell peppers",1 portion,"['indian', 'vegetarian', 'grilled']",900.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,True,False,False,False
43,BBQ Ribs,/foodImages/bbq_ribs.jpeg,/models/bbq_ribs.glb,2,"{'LKR': 1500, 'USD': 5.0}",Slow-cooked pork ribs with BBQ sauce,4.8,American,Long (over 30 min),In Stock,[],700,35,20,50,Savory,Mild,"pork ribs, BBQ sauce, spices",1 portion,"['american', 'hearty', 'grilled']",1500.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
44,Lasagna,/foodImages/lasagna.jpeg,/models/lasagna.glb,2,"{'LKR': 1200, 'USD': 4.0}","Layered pasta with meat, cheese, and tomato sauce",4.7,Italian,Medium (15–30 min),In Stock,[],650,25,50,35,Savory,Mild,"pasta, beef, cheese, tomato sauce",1 portion,"['italian', 'pasta', 'hearty']",1200.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
45,Mapo Tofu,/foodImages/mapo_tofu.jpeg,/models/mapo_tofu.glb,2,"{'LKR': 900, 'USD': 3.0}",Spicy tofu with minced pork in Sichuan sauce,4.6,Chinese,Medium (15–30 min),In Stock,[],400,20,15,25,Spicy,Hot,"tofu, pork, Sichuan pepper, chili",1 portion,"['chinese', 'spicy', 'stir-fry']",900.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,True,False,False,False,False,False
46,Polos Curry,/foodImages/polos_curry.jpeg,/models/polos_curry.glb,2,"{'LKR': 650, 'USD': 2.17}",Spicy young jackfruit curry,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegan', 'Gluten-Free']",350,5,40,20,Spicy,Medium,"jackfruit, coconut milk, spices",1 portion,"['sri lankan', 'curry', 'vegan']",650.0,2.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,False,False,True,False
47,Chana Masala,/foodImages/chana_masala.jpeg,/models/chana_masala.glb,2,"{'LKR': 800, 'USD': 2.67}",Spicy chickpea curry with tomatoes,4.6,Indian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",350,12,40,12,Spicy,Medium,"chickpeas, tomatoes, spices, onions",1 portion,"['indian', 'curry', 'vegan']",800.0,2.67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,True,False,False,False
48,Pad Thai,/foodImages/pad_thai.jpeg,/models/pad_thai.glb,2,"{'LKR': 1000, 'USD': 3.33}",Stir-fried rice noodles with shrimp and peanuts,4.8,Thai,Quick (under 15 min),In Stock,[],600,20,70,20,Sweet-Savory,Medium,"rice noodles, shrimp, peanuts, tamarind",1 portion,"['thai', 'noodles', 'stir-fry']",1000.0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,False,False,False,False,False,False,True
49,Beef Rendang,/foodImages/beef_rendang.jpeg,/models/beef_rendang.glb,2,"{'LKR': 1200, 'USD': 4.0}",Slow-cooked beef in coconut and spices,4.7,Thai,Long (over 30 min),In Stock,['Gluten-Free'],650,30,15,45,Spicy,Hot,"beef, coconut milk, lemongrass, spices",1 portion,"['thai', 'curry', 'hearty']",1200.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,False,True
50,Dhal Curry,/foodImages/dhal_curry.jpeg,/models/dhal_curry.glb,2,"{'LKR': 600, 'USD': 2.0}",Creamy lentil curry with coconut milk,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",300,10,35,10,Savory,Mild,"lentils, coconut milk, spices, onions",1 portion,"['sri lankan', 'curry', 'vegan']",600.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
51,Rogan Josh,/foodImages/rogan_josh.jpeg,/models/rogan_josh.glb,2,"{'LKR': 1100, 'USD': 3.67}",Aromatic lamb curry with yogurt and spices,4.7,Indian,Medium (15–30 min),In Stock,[],550,28,15,35,Spicy,Medium,"lamb, yogurt, spices, tomatoes",1 portion,"['indian', 'curry', 'hearty']",1100.0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,True,False,False,False
52,Grilled Salmon,/foodImages/grilled_salmon.jpeg,/models/grilled_salmon.glb,2,"{'LKR': 1400, 'USD': 4.67}",Herb-marinated salmon with lemon,4.8,American,Medium (15–30 min),In Stock,['Gluten-Free'],400,30,5,25,Savory,Mild,"salmon, lemon, herbs, olive oil",1 portion,"['american', 'seafood', 'grilled']",1400.0,4.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
53,Fettuccine Alfredo,/foodImages/fettuccine_alfredo.jpeg,/models/fettuccine_alfredo.glb,2,"{'LKR': 1100, 'USD': 3.67}",Creamy pasta with parmesan sauce,4.7,Italian,Quick (under 15 min),In Stock,['Vegetarian'],600,15,60,30,Creamy,Mild,"fettuccine, cream, parmesan, butter",1 portion,"['italian', 'pasta', 'creamy']",1100.0,3.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
54,General Tso's Chicken,/foodImages/general_tso_chicken.jpeg,/models/general_tso_chicken.glb,2,"{'LKR': 1000, 'USD': 3.33}",Crispy chicken in sweet-spicy sauce,4.6,Chinese,Medium (15–30 min),In Stock,[],500,25,30,25,Sweet-Spicy,Medium,"chicken, soy sauce, sugar, chili",1 portion,"['chinese', 'stir-fry', 'spicy']",1000.0,3.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,False,False,False,False
55,Parippu Curry,/foodImages/parippu_curry.jpeg,/models/parippu_curry.glb,2,"{'LKR': 600, 'USD': 2.0}",Spiced red lentil curry with coconut,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",320,12,35,12,Savory,Medium,"red lentils, coconut milk, spices",1 portion,"['sri lankan', 'curry', 'vegan']",600.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False
56,Palak Paneer,/foodImages/palak_paneer.jpeg,/models/palak_paneer.glb,2,"{'LKR': 900, 'USD': 3.0}",Spinach curry with paneer cubes,4.7,Indian,Medium (15–30 min),In Stock,['Vegetarian'],400,15,20,25,Savory,Mild,"spinach, paneer, cream, spices",1 portion,"['indian', 'curry', 'vegetarian']",900.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False
57,Steak with Garlic Butter,/foodImages/steak_garlic_butter.jpeg,/models/steak_garlic_butter.glb,2,"{'LKR': 1600, 'USD': 5.33}",Juicy steak with garlic butter sauce,4.8,American,Medium (15–30 min),In Stock,['Gluten-Free'],700,40,5,50,Savory,Mild,"beef, butter, garlic, herbs",1 portion,"['american', 'steak', 'hearty']",1600.0,5.33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
58,Pesto Pasta,/foodImages/pesto_pasta.jpeg,/models/pesto_pasta.glb,2,"{'LKR': 1000, 'USD': 3.33}",Pasta with basil pesto and parmesan,4.6,Italian,Quick (under 15 min),In Stock,['Vegetarian'],550,15,60,25,Savory,Mild,"pasta, basil, pine nuts, parmesan",1 portion,"['italian', 'pasta', 'vegetarian']",1000.0,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
59,Sweet and Sour Pork,/foodImages/sweet_sour_pork.jpeg,/models/sweet_sour_pork.glb,2,"{'LKR': 950, 'USD': 3.17}",Crispy pork in sweet and sour sauce,4.6,Chinese,Medium (15–30 min),In Stock,[],500,20,35,25,Sweet-Sour,Mild,"pork, pineapple, bell peppers, vinegar",1 portion,"['chinese', 'stir-fry', 'sweet']",950.0,3.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,True,False,False,False,False,False
60,Seeni Sambol Fish Curry,/foodImages/seeni_sambol_fish_curry.jpeg,/models/seeni_sambol_fish_curry.glb,2,"{'LKR': 900, 'USD': 3.0}",Fish curry with caramelized onion sambol,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],400,25,15,20,Spicy,Hot,"fish, onions, spices, coconut milk",1 portion,"['sri lankan', 'curry', 'seafood']",900.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,True,False
